longitude,latitude,aver_price,latlon
113.358827,23.134966,150.0,"113.358827,23.134966"
113.375967,23.128645,93.3,"113.375967,23.128645"
113.362816,23.130957,166.7,"113.362816,23.130957"
113.376232,23.128108,150.0,"113.376232,23.128108"
113.360604,23.139972,76.7,"113.360604,23.139972"
113.373923,23.128195,193.3,"113.373923,23.128195"
113.376112,23.139871,78.3,"113.376112,23.139871"
113.376586,23.127582,100.0,"113.376586,23.127582"
113.376586,23.127582,90.0,"113.376586,23.127582"
113.376112,23.139871,73.3,"113.376112,23.139871"
113.376112,23.139871,73.3,"113.376112,23.139871"
113.376112,23.139871,76.7,"113.376112,23.139871"
113.376112,23.139871,75.0,"113.376112,23.139871"
113.376112,23.139871,75.0,"113.376112,23.139871"
113.376112,23.139871,76.7,"113.376112,23.139871"
113.376112,23.139871,73.3,"113.376112,23.139871"
113.379815,23.127289,143.3,"113.379815,23.127289"
113.376112,23.139871,74.2,"113.376112,23.139871"
113.365741,23.135116,143.3,"113.365741,23.135116"
113.376888,23.128195,93.3,"113.376888,23.128195"
113.376888,23.128195,100.0,"113.376888,23.128195"
113.37736,23.12786,183.3,"113.37736,23.12786"
113.368056,23.139454,140.0,"113.368056,23.139454"
113.361347,23.131295,216.7,"113.361347,23.131295"
113.380178,23.13309,116.7,"113.380178,23.13309"
113.376888,23.128195,100.0,"113.376888,23.128195"
113.363943,23.138663,200.0,"113.363943,23.138663"
113.368143,23.136844,200.0,"113.368143,23.136844"
113.365741,23.135116,206.7,"113.365741,23.135116"
113.373923,23.128195,166.7,"113.373923,23.128195"
113.359568,23.1334,200.0,"113.359568,23.1334"
113.362151,23.137762,200.0,"113.362151,23.137762"
113.374076,23.137931,26.7,"113.374076,23.137931"
113.374061,23.139785,23.3,"113.374061,23.139785"
113.374061,23.139785,21.0,"113.374061,23.139785"
113.374061,23.139785,22.7,"113.374061,23.139785"
113.366265,23.138473,193.3,"113.366265,23.138473"
113.366265,23.138473,193.3,"113.366265,23.138473"
113.380654,23.139773,85.0,"113.380654,23.139773"
113.380654,23.139773,66.0,"113.380654,23.139773"
113.380654,23.139773,84.3,"113.380654,23.139773"
113.380654,23.139773,74.3,"113.380654,23.139773"
113.373923,23.128195,130.0,"113.373923,23.128195"
113.362151,23.137762,133.3,"113.362151,23.137762"
113.375455,23.131252,200.0,"113.375455,23.131252"
113.364109,23.133795,220.0,"113.364109,23.133795"
113.364109,23.133795,206.7,"113.364109,23.133795"
113.360604,23.139972,93.3,"113.360604,23.139972"
113.366409,23.134098,240.0,"113.366409,23.134098"
113.360604,23.139972,83.3,"113.360604,23.139972"
113.368196,23.135436,160.0,"113.368196,23.135436"
113.36472,23.135162,233.3,"113.36472,23.135162"
113.368056,23.139454,123.3,"113.368056,23.139454"
113.368565,23.138522,143.3,"113.368565,23.138522"
113.364923,23.139959,53.3,"113.364923,23.139959"
113.373923,23.128195,73.3,"113.373923,23.128195"
113.359636,23.131093,219.3,"113.359636,23.131093"
113.375619,23.142406,25.0,"113.375619,23.142406"
113.368056,23.139454,133.3,"113.368056,23.139454"
113.379396,23.133393,150.0,"113.379396,23.133393"
113.373923,23.128195,126.7,"113.373923,23.128195"
113.378777,23.141854,40.0,"113.378777,23.141854"
113.380471,23.133792,233.3,"113.380471,23.133792"
113.360604,23.139972,66.7,"113.360604,23.139972"
113.374601,23.13191,150.0,"113.374601,23.13191"
113.380288,23.127129,166.7,"113.380288,23.127129"
113.358827,23.134966,100.0,"113.358827,23.134966"
113.358827,23.134966,100.0,"113.358827,23.134966"
113.363943,23.138663,183.3,"113.363943,23.138663"
113.37736,23.12786,100.0,"113.37736,23.12786"
113.376034,23.130081,76.7,"113.376034,23.130081"
113.379425,23.13389,150.0,"113.379425,23.13389"
113.375145,23.12827,183.3,"113.375145,23.12827"
113.359636,23.131093,162.7,"113.359636,23.131093"
113.378716,23.12687,86.7,"113.378716,23.12687"
113.360604,23.139972,50.0,"113.360604,23.139972"
113.374866,23.130563,110.0,"113.374866,23.130563"
113.377556,23.141966,16.7,"113.377556,23.141966"
113.377556,23.141961,43.3,"113.377556,23.141961"
113.374076,23.137931,23.3,"113.374076,23.137931"
113.37781,23.141962,33.3,"113.37781,23.141962"
113.37781,23.141962,27.5,"113.37781,23.141962"
113.374061,23.139785,61.7,"113.374061,23.139785"
113.374061,23.139785,19.2,"113.374061,23.139785"
113.374061,23.139785,16.7,"113.374061,23.139785"
113.374061,23.139785,21.0,"113.374061,23.139785"
113.368056,23.139454,116.7,"113.368056,23.139454"
113.378646,23.142143,35.0,"113.378646,23.142143"
113.380654,23.139773,79.3,"113.380654,23.139773"
113.380654,23.139773,63.1,"113.380654,23.139773"
113.380654,23.139773,80.0,"113.380654,23.139773"
113.380654,23.139773,76.0,"113.380654,23.139773"
113.380654,23.139773,67.0,"113.380654,23.139773"
113.380654,23.139773,66.0,"113.380654,23.139773"
113.380654,23.139773,73.3,"113.380654,23.139773"
113.374344,23.139626,41.7,"113.374344,23.139626"
113.380178,23.13309,150.0,"113.380178,23.13309"
113.380178,23.13309,166.7,"113.380178,23.13309"
113.367114,23.13075,126.7,"113.367114,23.13075"
113.366409,23.134098,226.7,"113.366409,23.134098"
113.358827,23.134966,87.7,"113.358827,23.134966"
113.380471,23.133792,250.0,"113.380471,23.133792"
113.360604,23.139972,63.3,"113.360604,23.139972"
113.368056,23.139454,140.0,"113.368056,23.139454"
113.362151,23.137762,216.7,"113.362151,23.137762"
113.37781,23.141962,29.3,"113.37781,23.141962"
113.368143,23.136844,250.0,"113.368143,23.136844"
113.360604,23.139972,53.3,"113.360604,23.139972"
113.375055,23.129117,110.0,"113.375055,23.129117"
113.366409,23.134098,230.0,"113.366409,23.134098"
113.38044,23.127543,120.0,"113.38044,23.127543"
113.358827,23.134966,110.0,"113.358827,23.134966"
113.374414,23.131134,193.3,"113.374414,23.131134"
113.375967,23.128645,93.3,"113.375967,23.128645"
113.379815,23.127289,160.0,"113.379815,23.127289"
113.373923,23.128195,153.3,"113.373923,23.128195"
113.377565,23.141953,18.3,"113.377565,23.141953"
113.374076,23.137931,25.0,"113.374076,23.137931"
113.377556,23.141961,30.0,"113.377556,23.141961"
113.377556,23.141961,46.7,"113.377556,23.141961"
113.365228,23.130222,66.7,"113.365228,23.130222"
113.37781,23.141962,25.0,"113.37781,23.141962"
113.37781,23.141962,63.3,"113.37781,23.141962"
113.374061,23.139785,29.3,"113.374061,23.139785"
113.37781,23.141962,25.0,"113.37781,23.141962"
113.375291,23.12967,90.0,"113.375291,23.12967"
113.359568,23.1334,80.0,"113.359568,23.1334"
113.359568,23.1334,166.7,"113.359568,23.1334"
113.360604,23.139972,60.0,"113.360604,23.139972"
113.368143,23.136844,236.7,"113.368143,23.136844"
113.359568,23.1334,210.0,"113.359568,23.1334"
113.362151,23.137762,216.7,"113.362151,23.137762"
113.376034,23.130081,150.0,"113.376034,23.130081"
113.365228,23.130222,120.0,"113.365228,23.130222"
113.360604,23.139972,93.3,"113.360604,23.139972"
113.360604,23.139972,83.3,"113.360604,23.139972"
113.374278,23.129109,116.7,"113.374278,23.129109"
113.365228,23.130222,130.0,"113.365228,23.130222"
113.368196,23.135436,150.0,"113.368196,23.135436"
113.358827,23.134966,103.3,"113.358827,23.134966"
113.377565,23.141953,18.3,"113.377565,23.141953"
113.368056,23.139454,120.0,"113.368056,23.139454"
113.374278,23.129109,140.0,"113.374278,23.129109"
113.368196,23.135436,166.7,"113.368196,23.135436"
113.366265,23.138473,196.7,"113.366265,23.138473"
113.361347,23.131295,183.3,"113.361347,23.131295"
113.379913,23.138918,18.3,"113.379913,23.138918"
113.379913,23.138918,38.3,"113.379913,23.138918"
113.379913,23.138918,25.0,"113.379913,23.138918"
113.37781,23.141962,25.0,"113.37781,23.141962"
113.37781,23.141962,25.0,"113.37781,23.141962"
113.37781,23.141962,22.5,"113.37781,23.141962"
113.37781,23.141962,25.8,"113.37781,23.141962"
113.37781,23.141962,21.7,"113.37781,23.141962"
113.37781,23.141962,25.0,"113.37781,23.141962"
113.360604,23.139972,43.3,"113.360604,23.139972"
113.377924,23.141852,43.3,"113.377924,23.141852"
113.380471,23.133792,143.3,"113.380471,23.133792"
113.361347,23.131295,90.0,"113.361347,23.131295"
113.367114,23.13075,150.0,"113.367114,23.13075"
113.375455,23.131252,126.7,"113.375455,23.131252"
113.380471,23.133792,206.7,"113.380471,23.133792"
113.360604,23.139972,56.7,"113.360604,23.139972"
113.363943,23.138663,160.0,"113.363943,23.138663"
113.374405,23.128137,193.3,"113.374405,23.128137"
113.373923,23.128195,116.7,"113.373923,23.128195"
113.376888,23.128195,93.3,"113.376888,23.128195"
113.366265,23.138473,176.7,"113.366265,23.138473"
113.360604,23.139972,76.7,"113.360604,23.139972"
113.375455,23.131252,143.3,"113.375455,23.131252"
113.360604,23.139972,66.7,"113.360604,23.139972"
113.363943,23.138663,133.3,"113.363943,23.138663"
113.366265,23.138473,150.0,"113.366265,23.138473"
113.366265,23.138473,250.0,"113.366265,23.138473"
113.366265,23.138473,190.0,"113.366265,23.138473"
113.360604,23.139972,116.7,"113.360604,23.139972"
113.360604,23.139972,83.3,"113.360604,23.139972"
113.362151,23.137762,200.0,"113.362151,23.137762"
113.358827,23.134966,116.7,"113.358827,23.134966"
113.360604,23.139972,116.7,"113.360604,23.139972"
113.366265,23.138473,176.7,"113.366265,23.138473"
113.360604,23.139972,60.0,"113.360604,23.139972"
113.374866,23.130563,110.0,"113.374866,23.130563"
113.368056,23.139454,106.7,"113.368056,23.139454"
113.374414,23.131134,183.3,"113.374414,23.131134"
113.363943,23.138663,140.0,"113.363943,23.138663"
113.376034,23.130081,150.0,"113.376034,23.130081"
113.366265,23.138473,240.0,"113.366265,23.138473"
113.366409,23.134098,216.7,"113.366409,23.134098"
113.366409,23.134098,166.7,"113.366409,23.134098"
113.368196,23.135436,223.3,"113.368196,23.135436"
113.363943,23.138663,216.7,"113.363943,23.138663"
113.368426,23.133237,176.7,"113.368426,23.133237"
113.368426,23.133237,233.3,"113.368426,23.133237"
113.363943,23.138663,126.7,"113.363943,23.138663"
113.360604,23.139972,60.0,"113.360604,23.139972"
113.360604,23.139972,66.7,"113.360604,23.139972"
113.363943,23.138663,200.0,"113.363943,23.138663"
113.360604,23.139972,46.7,"113.360604,23.139972"
113.362151,23.137762,150.0,"113.362151,23.137762"
113.366723,23.131539,166.7,"113.366723,23.131539"
113.360604,23.139972,73.3,"113.360604,23.139972"
113.368143,23.136844,166.7,"113.368143,23.136844"
113.366723,23.131539,140.0,"113.366723,23.131539"
113.379425,23.13389,186.7,"113.379425,23.13389"
113.362151,23.137762,143.3,"113.362151,23.137762"
113.363943,23.138663,83.3,"113.363943,23.138663"
113.365214,23.130704,100.0,"113.365214,23.130704"
113.379569,23.126824,183.3,"113.379569,23.126824"
113.373923,23.128195,216.7,"113.373923,23.128195"
113.366265,23.138473,183.3,"113.366265,23.138473"
113.361347,23.131295,110.0,"113.361347,23.131295"
113.368426,23.133237,93.3,"113.368426,23.133237"
113.379425,23.13389,156.7,"113.379425,23.13389"
113.363943,23.138663,143.3,"113.363943,23.138663"
113.365741,23.135116,166.7,"113.365741,23.135116"
113.363943,23.138663,140.0,"113.363943,23.138663"
113.366265,23.138473,210.0,"113.366265,23.138473"
113.366409,23.134098,143.3,"113.366409,23.134098"
113.360604,23.139972,66.7,"113.360604,23.139972"
113.360604,23.139972,43.3,"113.360604,23.139972"
113.374278,23.129109,50.0,"113.374278,23.129109"
113.375291,23.12967,83.3,"113.375291,23.12967"
113.374866,23.130563,116.7,"113.374866,23.130563"
113.366265,23.138473,230.0,"113.366265,23.138473"
113.366409,23.134098,218.3,"113.366409,23.134098"
113.365228,23.130222,90.0,"113.365228,23.130222"
113.366409,23.134098,166.7,"113.366409,23.134098"
113.360604,23.139972,53.3,"113.360604,23.139972"
113.374278,23.129109,50.0,"113.374278,23.129109"
113.363943,23.138663,200.0,"113.363943,23.138663"
113.358827,23.134966,100.0,"113.358827,23.134966"
113.368196,23.135436,153.3,"113.368196,23.135436"
113.363943,23.138663,153.3,"113.363943,23.138663"
113.362151,23.137762,150.0,"113.362151,23.137762"
113.362151,23.137762,173.3,"113.362151,23.137762"
113.361347,23.131295,166.7,"113.361347,23.131295"
113.366723,23.131539,116.7,"113.366723,23.131539"
113.360604,23.139972,66.7,"113.360604,23.139972"
113.360604,23.139972,150.0,"113.360604,23.139972"
113.374866,23.130563,93.3,"113.374866,23.130563"
113.366409,23.134098,226.7,"113.366409,23.134098"
113.368056,23.139454,143.3,"113.368056,23.139454"
113.368196,23.135436,193.3,"113.368196,23.135436"
113.366265,23.138473,250.0,"113.366265,23.138473"
113.366723,23.131539,150.0,"113.366723,23.131539"
113.365741,23.135116,156.7,"113.365741,23.135116"
113.366723,23.131539,193.3,"113.366723,23.131539"
113.365741,23.135116,143.3,"113.365741,23.135116"
113.368056,23.139454,126.7,"113.368056,23.139454"
113.368143,23.136844,226.7,"113.368143,23.136844"
113.365214,23.130704,216.7,"113.365214,23.130704"
113.363943,23.138663,46.7,"113.363943,23.138663"
113.366265,23.138473,220.0,"113.366265,23.138473"
113.360604,23.139972,93.3,"113.360604,23.139972"
113.365228,23.130222,66.7,"113.365228,23.130222"
113.366409,23.134098,153.3,"113.366409,23.134098"
113.365228,23.130222,200.0,"113.365228,23.130222"
113.366409,23.134098,200.0,"113.366409,23.134098"
113.367114,23.13075,160.0,"113.367114,23.13075"
113.366409,23.134098,173.3,"113.366409,23.134098"
113.366723,23.131539,193.3,"113.366723,23.131539"
113.359568,23.1334,60.0,"113.359568,23.1334"
113.360604,23.139972,40.0,"113.360604,23.139972"
113.373923,23.128195,150.0,"113.373923,23.128195"
113.363943,23.138663,50.0,"113.363943,23.138663"
113.361347,23.131295,183.3,"113.361347,23.131295"
113.374414,23.131134,116.7,"113.374414,23.131134"
113.365228,23.130222,100.0,"113.365228,23.130222"
113.368056,23.139454,133.3,"113.368056,23.139454"
113.366265,23.138473,193.3,"113.366265,23.138473"
113.358827,23.134966,150.0,"113.358827,23.134966"
113.365214,23.130704,150.0,"113.365214,23.130704"
113.374866,23.130563,93.3,"113.374866,23.130563"
113.368056,23.139454,166.7,"113.368056,23.139454"
113.374414,23.131134,183.3,"113.374414,23.131134"
113.359568,23.1334,186.7,"113.359568,23.1334"
